statenum stateid year pop rgdpch gdppc origin
210 NTH 1956 10890.81 9645.35 1850.09 0
210 NTH 1957 11033.99 9752.91 1947.14 0
210 NTH 1958 11180.78 9158.66 1937.07 0
210 NTH 1959 11331.57 9542.60 2069.61 0
210 NTH 1960 11486.63 10462.47 2281.31 0
210 NTH 1961 11645.77 10405.26 2280.77 0
210 NTH 1962 11808.06 10896.01 2410.53 0
210 NTH 1963 11971.75 11117.33 2475.11 0
210 NTH 1964 12134.58 12025.21 2699.99 0
210 NTH 1965 12294.73 12460.63 2871.22 0
210 NTH 1966 12451.35 12623.28 2993.37 0
210 NTH 1967 12604.23 13155.66 3238.11 0
210 NTH 1968 12753.09 13890.83 3576.53 0
210 NTH 1969 12897.89 14530.67 3912.08 0
210 NTH 1970 13038.53 15205.23 4277.00 0
210 NTH 1971 13174.63 15580.69 4623.96 0
210 NTH 1972 13305.75 15695.05 4921.67 0
210 NTH 1973 13431.57 16294.49 5417.82 0
210 NTH 1974 13551.84 16768.44 6061.60 0
210 NTH 1975 13666.34 16550.06 6553.60 0
210 NTH 1976 13775.55 17128.71 7166.97 0
210 NTH 1977 13879.55 17548.04 7801.67 0
210 NTH 1978 13977.35 17907.16 8526.35 0
210 NTH 1979 14067.61 18028.08 9266.11 0
210 NTH 1980 14149.80 18169.31 10261.29 0
210 NTH 1981 14223.30 17631.77 10946.56 0
210 NTH 1982 14289.64 17272.24 11459.57 0
210 NTH 1983 14353.00 17525.56 11982.32 0
210 NTH 1984 14418.97 17936.91 12695.44 0
210 NTH 1985 14491.65 18340.12 13352.55 0
210 NTH 1986 14572.45 18868.28 14010.94 0
210 NTH 1987 14660.46 19064.32 14420.37 0
210 NTH 1988 14754.43 19491.97 15294.02 0
210 NTH 1989 14852.07 20327.25 16499.23 0
210 NTH 1990 14951.53 20989.07 17870.95 0
210 NTH 1991 15052.79 21327.05 18626.94 0
210 NTH 1992 15155.95 21478.34 19074.92 0
210 NTH 1993 15259.32 21402.70 19362.72 0
210 NTH 1994 15360.82 21881.78 20175.56 0
210 NTH 1995 15458.90 22421.82 21160.15 0
210 NTH 1996 15552.56 22996.83 21927.48 0
210 NTH 1997 15641.94 23747.06 22953.25 0
210 NTH 1998 15728.15 24649.27 23879.72 0
210 NTH 1999 15812.95 25507.53 24838.29 0
210 NTH 2000 15897.51 26293.09 26293.09 0
210 NTH 2001 15982.17 26494.19 27266.87 0
210 NTH 2002 16066.14 26354.56 27734.87 0
210 NTH 2003 16148.10 26156.73 28256.40 0
210 NTH 2004 16226.21 26479.34 28900.51 0
211 BEL 1950 8639.00 6352.87 1032.21 0
211 BEL 1951 8673.27 6534.30 1198.84 0
211 BEL 1952 8715.73 6637.85 1251.06 0
211 BEL 1953 8763.63 6776.43 1257.74 0
211 BEL 1954 8814.87 7079.07 1312.88 0
211 BEL 1955 8868.00 7329.57 1394.76 0
211 BEL 1956 8922.21 7546.97 1493.83 0
211 BEL 1957 8977.35 7646.77 1554.31 0
211 BEL 1958 9033.79 7455.67 1586.13 0
211 BEL 1959 9092.29 7678.41 1622.93 0
211 BEL 1960 9153.49 8069.95 1736.13 0
211 BEL 1961 9217.40 8465.04 1836.50 0
211 BEL 1962 9282.95 8861.59 1937.57 0
211 BEL 1963 9347.75 9204.36 2007.31 0
211 BEL 1964 9408.73 9840.78 2193.22 0
211 BEL 1965 9463.67 10082.71 2291.93 0
211 BEL 1966 9511.42 10366.43 2439.83 0
211 BEL 1967 9552.58 10703.04 2608.01 0
211 BEL 1968 9588.75 11119.37 2793.91 0
211 BEL 1969 9622.47 11816.26 3140.77 0
211 BEL 1970 9655.55 12532.19 3522.39 0
211 BEL 1971 9688.47 12922.63 3791.75 0
211 BEL 1972 9720.51 13529.98 4162.33 0
211 BEL 1973 9750.75 14370.53 4698.66 0
211 BEL 1974 9777.81 14975.72 5347.03 0
211 BEL 1975 9800.70 14650.02 5685.13 0
211 BEL 1976 9819.64 15472.21 6321.95 0
211 BEL 1977 9835.15 15562.88 6811.98 0
211 BEL 1978 9847.01 16005.60 7513.00 0
211 BEL 1979 9855.00 16356.07 8366.30 0
211 BEL 1980 9859.24 17136.53 9478.99 0
211 BEL 1981 9859.46 16871.28 9946.52 0
211 BEL 1982 9856.56 16917.75 10508.95 0
211 BEL 1983 9853.21 16888.82 10865.37 0
211 BEL 1984 9852.94 17383.76 11547.03 0
211 BEL 1985 9858.31 17625.26 12128.07 0
211 BEL 1986 9870.31 17949.56 12941.45 0
211 BEL 1987 9888.40 18375.69 13715.01 0
211 BEL 1988 9911.64 19334.65 15073.62 0
211 BEL 1989 9938.40 20025.50 16281.21 0
211 BEL 1990 9967.38 20661.58 17484.22 0
211 BEL 1991 9998.33 20920.46 18202.52 0
211 BEL 1992 10031.36 21173.26 19048.99 0
211 BEL 1993 10065.88 20872.75 19298.15 0
211 BEL 1994 10101.23 21482.94 20163.20 0
211 BEL 1995 10136.81 21932.69 20992.03 0
211 BEL 1996 10172.32 22082.17 21325.73 0
211 BEL 1997 10207.42 22784.05 22145.44 0
211 BEL 1998 10241.47 23163.70 22739.51 0
211 BEL 1999 10273.79 23793.30 23524.15 0
211 BEL 2000 10303.88 24661.91 24661.91 0
211 BEL 2001 10331.39 24821.92 25435.10 0
211 BEL 2002 10356.32 25106.27 26339.63 0
211 BEL 2003 10378.93 25263.96 27041.89 0
211 BEL 2004 10399.72 25885.07 28094.36 0
212 LUX 1950 296.00 11028.94 1567.06 0
212 LUX 1951 297.21 10105.57 1983.23 0
212 LUX 1952 299.06 10748.26 2315.67 0
212 LUX 1953 301.14 11126.08 2093.46 0
212 LUX 1954 303.17 10897.99 2094.97 0
212 LUX 1955 305.00 11293.20 2206.92 0
212 LUX 1956 306.60 11848.28 2517.27 0
212 LUX 1957 308.07 12557.04 2699.61 0
212 LUX 1958 309.61 12534.53 2690.88 0
212 LUX 1959 311.51 12499.29 2724.70 0
212 LUX 1960 314.00 12919.79 3146.84 0
212 LUX 1961 317.20 13377.91 3141.31 0
212 LUX 1962 320.99 13473.10 3056.03 0
212 LUX 1963 324.98 13500.47 3103.98 0
212 LUX 1964 328.60 14673.12 3378.31 0
212 LUX 1965 331.50 14690.84 3431.39 0
212 LUX 1966 333.46 14622.08 3516.82 0
212 LUX 1967 334.65 14388.99 3612.19 0
212 LUX 1968 335.56 14974.31 3923.21 0
212 LUX 1969 336.91 16606.34 4684.19 0
212 LUX 1970 339.17 16805.93 5254.71 0
212 LUX 1971 342.55 17106.00 5209.04 0
212 LUX 1972 346.81 18015.36 5726.03 0
212 LUX 1973 351.42 19305.03 6840.44 0
212 LUX 1974 355.64 19882.61 8238.26 0
212 LUX 1975 358.95 18309.65 7328.14 0
212 LUX 1976 361.20 18648.79 8032.19 0
212 LUX 1977 362.57 18828.50 8123.43 0
212 LUX 1978 363.27 19622.39 9152.53 0
212 LUX 1979 363.66 20038.91 10135.23 0
212 LUX 1980 364.00 20226.90 11336.14 0
212 LUX 1981 364.36 20062.48 12213.17 0
212 LUX 1982 364.73 20263.81 13219.62 0
212 LUX 1983 365.18 20830.15 13800.18 0
212 LUX 1984 365.82 22152.08 14786.76 0
212 LUX 1985 366.70 22727.69 15766.25 0
212 LUX 1986 367.87 25026.08 17680.09 0
212 LUX 1987 369.38 25947.24 18716.85 0
212 LUX 1988 371.39 28150.78 21223.74 0
212 LUX 1989 374.08 30700.16 24088.62 0
212 LUX 1990 377.59 32009.60 25670.57 0
212 LUX 1991 381.97 34528.91 28182.73 0
212 LUX 1992 387.16 34547.13 28434.06 0
212 LUX 1993 392.94 35487.56 30468.68 0
212 LUX 1994 398.99 36399.39 32033.06 0
212 LUX 1995 405.08 36278.59 32530.95 0
212 LUX 1996 411.13 36916.13 33782.30 0
212 LUX 1997 417.17 39673.73 36836.80 0
212 LUX 1998 423.19 42077.74 39873.46 0
212 LUX 1999 429.20 44766.92 43138.33 0
212 LUX 2000 435.23 48217.27 48217.27 0
212 LUX 2001 441.23 48223.82 48647.74 0
212 LUX 2002 447.19 48589.14 49367.77 0
212 LUX 2003 453.11 49262.13 51154.67 0
212 LUX 2004 459.01 50759.56 54285.46 0
220 FRN 1950 41828.67 5920.79 977.19 0
220 FRN 1951 42033.91 6240.36 1108.00 0
220 FRN 1952 42324.40 6462.71 1187.76 0
220 FRN 1953 42667.72 6551.38 1228.77 0
220 FRN 1954 43040.43 6686.65 1271.44 0
220 FRN 1955 43428.00 6953.48 1333.60 0
220 FRN 1956 43825.40 7452.83 1453.52 0
220 FRN 1957 44236.51 7778.23 1571.59 0
220 FRN 1958 44672.74 7858.39 1647.04 0
220 FRN 1959 45150.51 8091.12 1739.42 0
220 FRN 1960 45684.00 8530.82 1860.13 0
220 FRN 1961 46277.25 8892.74 1964.81 0
220 FRN 1962 46917.37 9397.47 2080.85 0
220 FRN 1963 47571.58 9776.69 2184.26 0
220 FRN 1964 48195.55 10355.67 2349.02 0
220 FRN 1965 48757.79 10697.22 2472.50 0
220 FRN 1966 49243.25 11178.77 2659.36 0
220 FRN 1967 49661.10 11605.87 2856.47 0
220 FRN 1968 50033.80 12043.87 3072.51 0
220 FRN 1969 50396.03 12861.66 3437.43 0
220 FRN 1970 50772.20 13429.31 3781.63 0
220 FRN 1971 51170.98 13947.78 4137.58 0
220 FRN 1972 51582.19 14469.78 4479.34 0
220 FRN 1973 51989.15 15181.50 4987.31 0
220 FRN 1974 52367.04 15487.12 5472.95 0
220 FRN 1975 52699.17 15217.87 5946.92 0
220 FRN 1976 52979.96 15872.16 6497.31 0
220 FRN 1977 53219.08 16233.66 7088.72 0
220 FRN 1978 53433.62 16669.76 7864.32 0
220 FRN 1979 53647.98 17172.68 8802.29 0
220 FRN 1980 53880.01 17437.78 9711.11 0
220 FRN 1981 54135.63 17513.70 10482.77 0
220 FRN 1982 54410.38 17986.46 11357.24 0
220 FRN 1983 54699.11 18130.87 11939.36 0
220 FRN 1984 54992.65 18275.15 12423.64 0
220 FRN 1985 55284.27 18575.33 12999.00 0
220 FRN 1986 55572.36 19027.65 13841.04 0
220 FRN 1987 55859.40 19382.35 14532.19 0
220 FRN 1988 56147.18 20180.29 15694.53 0
220 FRN 1989 56438.61 20873.42 16758.50 0
220 FRN 1990 56735.10 21342.72 17895.69 0
220 FRN 1991 57038.47 21432.55 18428.32 0
220 FRN 1992 57346.03 21671.74 19162.50 0
220 FRN 1993 57649.43 21191.88 19113.46 0
220 FRN 1994 57937.45 21576.51 19811.97 0
220 FRN 1995 58202.66 22016.14 20615.92 0
220 FRN 1996 58440.73 22108.73 21011.82 0
220 FRN 1997 58655.43 22555.74 21716.29 0
220 FRN 1998 58857.23 23369.53 22640.62 0
220 FRN 1999 59061.21 24106.14 23671.58 0
220 FRN 2000 59278.01 25044.54 25044.54 0
220 FRN 2001 59511.10 25439.41 26099.47 0
220 FRN 2002 59756.48 25582.69 26928.97 0
220 FRN 2003 60008.13 25663.67 27653.28 0
220 FRN 2004 60256.80 26168.42 28759.23 0
221 MNC 1950 21 10219 1724 3
221 MNC 1951 21 11016 1962 3
221 MNC 1952 21 10682 1994 3
221 MNC 1953 21 10915 2094 3
221 MNC 1954 22 11577 2219 3
221 MNC 1955 22 12272 2336 3
221 MNC 1956 22 13018 2515 3
221 MNC 1957 23 13267 2642 3
221 MNC 1958 23 12404 2605 3
221 MNC 1959 23 13394 2848 3
221 MNC 1960 24 14445 3117 3
221 MNC 1961 24 15384 3323 3
221 MNC 1962 24 15826 3429 3
221 MNC 1963 25 16220 3551 3
221 MNC 1964 25 16915 3761 3
221 MNC 1965 26 16980 3855 3
221 MNC 1966 26 17149 4029 3
221 MNC 1967 26 17507 4263 3
221 MNC 1968 27 17923 4533 3
221 MNC 1969 27 18691 4908 3
221 MNC 1970 27 19992 5396 3
221 MNC 1971 27 20714 5886 3
221 MNC 1972 28 21296 6322 3
221 MNC 1973 28 21852 6811 3
221 MNC 1974 28 22016 7511 3
221 MNC 1975 28 19869 7594 3
221 MNC 1976 28 19744 8011 3
221 MNC 1977 28 20325 8696 3
221 MNC 1978 28 20777 9638 3
221 MNC 1979 28 21586 10729 3
221 MNC 1980 28 22774 12266 3
221 MNC 1981 28 22874 13428 3
221 MNC 1982 28 22405 14149 3
221 MNC 1983 28 22459 14687 3
221 MNC 1984 29 23039 15502 3
221 MNC 1985 29 23559 16210 3
221 MNC 1986 29 23882 17262 3
221 MNC 1987 29 24016 18103 3
221 MNC 1988 30 24528 18974 3
221 MNC 1989 30 25325 20142 3
221 MNC 1990 30 26057 21565 3
221 MNC 1991 30 25559 22024 3
221 MNC 1992 30 25304 22274 3
221 MNC 1993 31 25129 22755 3
221 MNC 1994 31 25392 23691 3
221 MNC 1995 31 25418 24354 3
221 MNC 1996 31 25364 24580 3
221 MNC 1997 31 25646 24897 3
221 MNC 1998 31 26375 25806 3
221 MNC 1999 31 26491 26205 3
221 MNC 2000 32 27303 27303 3
221 MNC 2001 32 27484 28090 3
221 MNC 2002 32 27453 28946 3
221 MNC 2003 32 27266 29639 3
221 MNC 2004 32 27724 30964 3
223 LIE 1950 21 9401 1586 3
223 LIE 1951 21 10134 1805 3
223 LIE 1952 21 9827 1835 3
223 LIE 1953 21 10041 1926 3
223 LIE 1954 22 10651 2041 3
223 LIE 1955 22 11289 2149 3
223 LIE 1956 22 11976 2314 3
223 LIE 1957 23 12205 2431 3
223 LIE 1958 23 11411 2397 3
223 LIE 1959 23 12322 2620 3
223 LIE 1960 24 13289 2867 3
223 LIE 1961 24 14153 3057 3
223 LIE 1962 24 14559 3155 3
223 LIE 1963 25 14922 3267 3
223 LIE 1964 25 15561 3460 3
223 LIE 1965 26 15621 3547 3
223 LIE 1966 26 15776 3706 3
223 LIE 1967 26 16106 3922 3
223 LIE 1968 27 16489 4170 3
223 LIE 1969 27 17195 4515 3
223 LIE 1970 27 18392 4964 3
223 LIE 1971 27 19056 5414 3
223 LIE 1972 28 19592 5816 3
223 LIE 1973 28 20102 6266 3
223 LIE 1974 28 20254 6910 3
223 LIE 1975 28 18278 6986 3
223 LIE 1976 28 18164 7370 3
223 LIE 1977 28 18698 8000 3
223 LIE 1978 28 19114 8866 3
223 LIE 1979 28 19858 9870 3
223 LIE 1980 28 20951 11284 3
223 LIE 1981 28 21043 12353 3
223 LIE 1982 28 20612 13016 3
223 LIE 1983 28 20661 13511 3
223 LIE 1984 29 21195 14261 3
223 LIE 1985 29 21674 14913 3
223 LIE 1986 29 21970 15880 3
223 LIE 1987 29 22093 16654 3
223 LIE 1988 30 22565 17455 3
223 LIE 1989 30 23298 18529 3
223 LIE 1990 30 23971 19839 3
223 LIE 1991 30 23513 20261 3
223 LIE 1992 30 23279 20491 3
223 LIE 1993 31 23117 20933 3
223 LIE 1994 31 23359 21795 3
223 LIE 1995 31 23384 22405 3
223 LIE 1996 31 23333 22613 3
223 LIE 1997 31 23593 22904 3
223 LIE 1998 31 24264 23741 3
223 LIE 1999 31 24370 24108 3
223 LIE 2000 32 25118 25118 3
223 LIE 2001 32 25284 25841 3
223 LIE 2002 32 25256 26629 3
223 LIE 2003 32 25083 27267 3
223 LIE 2004 32 25505 28486 3
225 SWZ 1950 4694.00 10790.89 1820.67 0
225 SWZ 1951 4738.37 11632.44 2071.51 0
225 SWZ 1952 4791.84 11279.38 2106.08 0
225 SWZ 1953 4851.26 11525.65 2211.09 0
225 SWZ 1954 4914.40 12225.33 2342.99 0
225 SWZ 1955 4980.00 12958.49 2466.61 0
225 SWZ 1956 5047.74 13746.84 2655.95 0
225 SWZ 1957 5118.25 14009.58 2790.18 0
225 SWZ 1958 5192.95 13098.53 2751.08 0
225 SWZ 1959 5273.69 14143.71 3007.71 0
225 SWZ 1960 5361.99 15253.38 3290.95 0
225 SWZ 1961 5458.13 16245.04 3508.89 0
225 SWZ 1962 5560.29 16711.20 3621.29 0
225 SWZ 1963 5664.33 17128.08 3749.76 0
225 SWZ 1964 5764.64 17861.72 3971.61 0
225 SWZ 1965 5857.00 17929.92 4071.13 0
225 SWZ 1966 5939.72 18108.53 4254.35 0
225 SWZ 1967 6013.20 18487.01 4502.03 0
225 SWZ 1968 6077.99 18926.33 4786.78 0
225 SWZ 1969 6135.48 19736.97 5183.03 0
225 SWZ 1970 6186.65 21111.26 5698.16 0
225 SWZ 1971 6232.36 21873.43 6214.95 0
225 SWZ 1972 6272.15 22488.21 6676.14 0
225 SWZ 1973 6304.41 23074.45 7191.86 0
225 SWZ 1974 6326.89 23248.15 7931.81 0
225 SWZ 1975 6338.65 20980.77 8019.15 0
225 SWZ 1976 6338.65 20849.52 8459.66 0
225 SWZ 1977 6329.32 21462.77 9182.59 0
225 SWZ 1978 6317.41 21939.64 10177.06 0
225 SWZ 1979 6311.93 22793.74 11328.94 0
225 SWZ 1980 6319.40 24048.65 12952.55 0
225 SWZ 1981 6342.05 24153.65 14179.52 0
225 SWZ 1982 6378.14 23659.36 14940.57 0
225 SWZ 1983 6425.18 23716.11 15508.71 0
225 SWZ 1984 6478.92 24328.58 16369.08 0
225 SWZ 1985 6535.86 24877.87 17117.32 0
225 SWZ 1986 6595.95 25218.09 18227.75 0
225 SWZ 1987 6659.29 25359.67 19116.12 0
225 SWZ 1988 6722.59 25901.25 20035.70 0
225 SWZ 1989 6781.80 26742.19 21268.78 0
225 SWZ 1990 6834.10 27515.26 22772.07 0
225 SWZ 1991 6877.66 26989.06 23256.09 0
225 SWZ 1992 6913.14 26720.58 23520.96 0
225 SWZ 1993 6943.29 26534.94 24028.08 0
225 SWZ 1994 6972.32 26812.58 25016.86 0
225 SWZ 1995 7003.20 26840.85 25717.46 0
225 SWZ 1996 7036.82 26783.06 25955.68 0
225 SWZ 1997 7071.97 27081.61 26289.89 0
225 SWZ 1998 7107.01 27851.41 27250.57 0
225 SWZ 1999 7139.44 27973.32 27671.61 0
225 SWZ 2000 7167.49 28831.25 28831.25 0
225 SWZ 2001 7190.75 29022.17 29661.77 0
225 SWZ 2002 7209.97 28989.46 30566.18 0
225 SWZ 2003 7225.90 28791.67 31297.77 0
225 SWZ 2004 7239.72 29275.99 32697.25 0
230 SPN 1950 28008.75 2928.18 492.60 0
230 SPN 1951 28251.97 3393.53 619.52 0
230 SPN 1952 28492.68 3522.61 655.66 0
230 SPN 1953 28730.33 3374.33 636.90 0
230 SPN 1954 28965.29 3812.14 723.92 0
230 SPN 1955 29198.89 4013.48 760.13 0
230 SPN 1956 29433.46 4289.88 834.98 0
230 SPN 1957 29672.28 4441.85 900.62 0
230 SPN 1958 29919.35 4615.56 963.15 0
230 SPN 1959 30179.06 4429.47 940.17 0
230 SPN 1960 30455.16 4880.83 1050.25 0
230 SPN 1961 30749.57 5475.65 1179.71 0
230 SPN 1962 31061.51 6014.58 1298.51 0
230 SPN 1963 31386.98 6545.27 1419.40 0
230 SPN 1964 31720.01 6838.97 1500.37 0
230 SPN 1965 32056.12 7254.48 1597.73 0
230 SPN 1966 32394.22 7752.44 1768.84 0
230 SPN 1967 32735.27 7985.94 1905.14 0
230 SPN 1968 33079.31 8409.80 2088.16 0
230 SPN 1969 33426.95 9121.63 2375.83 0
230 SPN 1970 33778.66 9377.03 2560.06 0
230 SPN 1971 34131.00 9659.96 2781.59 0
230 SPN 1972 34482.94 10408.66 3118.32 0
230 SPN 1973 34839.95 11153.04 3514.40 0
230 SPN 1974 35209.74 11702.67 3962.78 0
230 SPN 1975 35595.99 11614.04 4340.13 0
230 SPN 1976 36003.20 11878.34 4678.45 0
230 SPN 1977 36424.57 11977.73 5062.15 0
230 SPN 1978 36839.00 11955.53 5489.32 0
230 SPN 1979 37217.98 11880.59 5932.90 0
230 SPN 1980 37541.78 12048.61 6503.32 0
230 SPN 1981 37801.49 11905.37 6905.44 0
230 SPN 1982 38004.68 11987.68 7361.95 0
230 SPN 1983 38168.56 12129.54 7670.06 0
230 SPN 1984 38318.81 12283.61 8084.97 0
230 SPN 1985 38474.29 12525.66 8537.79 0
230 SPN 1986 38641.26 12904.96 9180.32 0
230 SPN 1987 38814.74 13582.88 9985.41 0
230 SPN 1988 38988.97 14251.06 10872.65 0
230 SPN 1989 39154.00 14904.20 11819.74 0
230 SPN 1990 39303.22 15418.41 12833.48 0
230 SPN 1991 39439.58 15752.66 13601.29 0
230 SPN 1992 39569.01 15830.62 14041.82 0
230 SPN 1993 39691.75 15569.51 14048.65 0
230 SPN 1994 39808.05 15896.29 14564.52 0
230 SPN 1995 39920.54 16301.84 15278.10 0
230 SPN 1996 40021.40 16650.87 15872.57 0
230 SPN 1997 40116.59 17251.23 16608.01 0
230 SPN 1998 40238.37 17982.16 17465.66 0
230 SPN 1999 40429.61 18741.56 18456.39 0
230 SPN 2000 40717.22 19536.38 19536.38 0
230 SPN 2001 41117.16 20030.99 20661.42 0
230 SPN 2002 41610.11 20319.63 21573.52 0
230 SPN 2003 42144.12 20644.31 22530.36 0
230 SPN 2004 42646.40 20976.63 23481.46 0
232 AND 1950 43 7357 1241 3
232 AND 1951 43 7931 1412 3
232 AND 1952 44 7690 1436 3
232 AND 1953 44 7858 1508 3
232 AND 1954 45 8335 1597 3
232 AND 1955 45 8835 1682 3
232 AND 1956 46 9373 1811 3
232 AND 1957 47 9552 1902 3
232 AND 1958 47 8931 1876 3
232 AND 1959 48 9643 2051 3
232 AND 1960 49 10400 2244 3
232 AND 1961 50 11076 2392 3
232 AND 1962 51 11394 2469 3
232 AND 1963 52 11678 2557 3
232 AND 1964 52 12178 2708 3
232 AND 1965 53 12225 2776 3
232 AND 1966 54 12346 2901 3
232 AND 1967 55 12604 3069 3
232 AND 1968 55 12904 3264 3
232 AND 1969 56 13457 3534 3
232 AND 1970 56 14394 3885 3
232 AND 1971 57 14913 4237 3
232 AND 1972 57 15332 4552 3
232 AND 1973 57 15732 4903 3
232 AND 1974 58 15851 5408 3
232 AND 1975 58 14305 5467 3
232 AND 1976 58 14215 5768 3
232 AND 1977 58 14633 6261 3
232 AND 1978 57 14958 6939 3
232 AND 1979 57 15541 7724 3
232 AND 1980 58 16396 8831 3
232 AND 1981 58 16468 9668 3
232 AND 1982 58 16131 10186 3
232 AND 1983 58 16170 10574 3
232 AND 1984 59 16587 11160 3
232 AND 1985 59 16962 11671 3
232 AND 1986 60 17194 12428 3
232 AND 1987 61 17290 13033 3
232 AND 1988 61 17659 13660 3
232 AND 1989 62 18233 14501 3
232 AND 1990 62 18760 15526 3
232 AND 1991 63 18401 15856 3
232 AND 1992 63 18218 16037 3
232 AND 1993 63 18092 16382 3
232 AND 1994 63 18281 17056 3
232 AND 1995 64 18300 17534 3
232 AND 1996 64 18261 17697 3
232 AND 1997 64 18464 17924 3
232 AND 1998 65 18989 18579 3
232 AND 1999 65 19072 18867 3
232 AND 2000 65 19657 19657 3
232 AND 2001 65 19787 20223 3
232 AND 2002 66 19765 20840 3
232 AND 2003 66 19630 21339 3
232 AND 2004 66 19960 22293 3
235 POR 1950 8405.00 2367.15 381.77 0
235 POR 1951 8392.82 2592.05 456.25 0
235 POR 1952 8423.49 2686.30 483.07 0
235 POR 1953 8478.72 2811.69 518.65 0
235 POR 1954 8544.29 2908.64 546.00 0
235 POR 1955 8609.99 2996.32 560.31 0
235 POR 1956 8669.85 3116.02 601.45 0
235 POR 1957 8721.93 3261.41 643.06 0
235 POR 1958 8767.78 3271.02 664.95 0
235 POR 1959 8811.64 3434.37 712.45 0
235 POR 1960 8857.72 3689.27 769.91 0
235 POR 1961 8907.51 3912.76 821.18 0
235 POR 1962 8957.26 4116.16 885.46 0
235 POR 1963 8996.98 4336.68 947.77 0
235 POR 1964 9013.37 4583.53 990.13 0
235 POR 1965 8998.60 4931.48 1074.16 0
235 POR 1966 8947.16 5129.54 1140.97 0
235 POR 1967 8866.44 5550.02 1269.57 0
235 POR 1968 8777.27 6248.99 1541.01 0
235 POR 1969 8708.38 6464.44 1692.59 0
235 POR 1970 8680.43 7006.61 1893.42 0
235 POR 1971 8699.59 7468.83 2127.30 0
235 POR 1972 8759.62 8015.58 2401.78 0
235 POR 1973 8853.21 8881.67 2799.80 0
235 POR 1974 8967.91 8982.36 3035.27 0
235 POR 1975 9093.40 8228.38 3010.31 0
235 POR 1976 9228.93 8707.36 3344.64 0
235 POR 1977 9374.24 9174.92 3754.32 0
235 POR 1978 9519.62 9219.33 4075.95 0
235 POR 1979 9653.20 9562.79 4568.55 0
235 POR 1980 9766.30 9979.10 5163.46 0
235 POR 1981 9854.98 10130.27 5568.49 0
235 POR 1982 9920.26 10304.45 6016.83 0
235 POR 1983 9964.81 10122.54 6182.07 0
235 POR 1984 9993.75 9802.19 6239.16 0
235 POR 1985 10011.42 10040.68 6724.74 0
235 POR 1986 10018.02 10643.44 7496.46 0
235 POR 1987 10013.67 11350.75 8169.81 0
235 POR 1988 10002.89 12272.76 9038.11 0
235 POR 1989 9991.29 12883.68 9914.91 0
235 POR 1990 9983.23 13607.22 11018.68 0
235 POR 1991 9980.70 14011.97 11749.83 0
235 POR 1992 9983.96 14136.98 12363.27 0
235 POR 1993 9993.47 13962.69 12490.91 0
235 POR 1994 10009.02 14434.78 13218.38 0
235 POR 1995 10030.39 14663.57 13782.38 0
235 POR 1996 10058.01 15135.61 14322.85 0
235 POR 1997 10092.19 15657.44 14976.44 0
235 POR 1998 10132.17 16287.20 15773.24 0
235 POR 1999 10176.82 16827.46 16590.83 0
235 POR 2000 10225.09 17323.14 17323.14 0
235 POR 2001 10276.62 17548.76 18123.45 0
235 POR 2002 10330.88 17573.40 18731.00 0
235 POR 2003 10386.42 17333.93 18935.54 0
235 POR 2004 10441.44 17400.41 19266.62 0
260 GFR 1950 47976.48 4907.26 720 -1
260 GFR 1951 48309.20 5277.35 850 -1
260 GFR 1952 48644.24 5729.21 960 -1
260 GFR 1953 48981.59 6105.03 1040 -1
260 GFR 1954 49321.28 6541.11 1121 -1
260 GFR 1955 52364.00 7363.05 1266 -1
260 GFR 1956 52996.00 7730.27 1380 -1
260 GFR 1957 53649.00 8044.41 1499 -1
260 GFR 1958 54282.00 8246.67 1582 -1
260 GFR 1959 54882.00 8794.63 1709 -1
260 GFR 1960 55423.00 9424.36 1866 -1
260 GFR 1961 56227.00 9778.67 1956 -1
260 GFR 1962 56947.00 10074.16 2052 -1
260 GFR 1963 57606.00 10227.65 2104 -1
260 GFR 1964 58290.00 10844.46 2264 -1
260 GFR 1965 59041.00 11349.39 2400 -1
260 GFR 1966 59676.00 11478.49 2519 -1
260 GFR 1967 59872.00 11353.70 2577 -1
260 GFR 1968 60165.00 12033.63 2846 -1
260 GFR 1969 60842.00 12872.78 3193 -1
260 GFR 1970 60714.00 13686.23 3782.11 0
260 GFR 1971 61280.00 14093.68 4104.85 0
260 GFR 1972 61697.00 14635.20 4447.70 0
260 GFR 1973 61987.00 15218.03 4886.19 0
260 GFR 1974 62071.00 15072.75 5298.39 0
260 GFR 1975 61847.00 14912.24 5744.46 0
260 GFR 1976 61574.00 15681.67 6347.14 0
260 GFR 1977 61419.00 16161.92 6995.19 0
260 GFR 1978 61350.00 16672.71 7783.98 0
260 GFR 1979 61382.00 17452.17 8797.26 0
260 GFR 1980 61538.00 17613.58 9688.00 0
260 GFR 1981 61663.00 17456.95 10348.19 0
260 GFR 1982 61596.00 17268.00 10893.64 0
260 GFR 1983 61383.00 17658.02 11522.81 0
260 GFR 1984 61126.00 18087.51 12112.71 0
260 GFR 1985 60975.00 18377.34 12680.49 0
260 GFR 1986 61010.00 18862.20 13663.29 0
260 GFR 1987 61077.00 19092.14 14367.44 0
260 GFR 1988 61420.00 19721.83 15343.95 0
260 GFR 1989 62062.00 20352.55 16324.14 0
260 GFR 1990 63253.00 21307.18 17849.04 0
260 GFR 1991 79911.95 22162.47 19070.13 0
260 GFR 1992 80406.00 22506.40 19962.54 0
260 GFR 1993 80884.69 22165.49 20120.32 0
