ID	Location	SideA	SideA2nd	SideB	SideB2nd	Incomp	Terr	YEAR	Int1	CumInt	Type	StartDate	StartPrec	StartDate2	Startprec2	EpEnd	EpEndDate	EpEndPrec	GWNOA	GWNOA2nd	GWNOB	GWNOB2nd	GWNOLoc	Region	Version
37	Israel	Israel		"Non PLO groups, PLO  groups"		1	Palestine	1978	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Non PLO groups, PLO  groups"		1	Palestine	1979	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Non PLO groups, PLO  groups"		1	Palestine	1980	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Non PLO groups, PLO  groups"		1	Palestine	1981	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Non PLO groups, PLO  groups"		1	Palestine	1982	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Non PLO groups, PLO  groups"		1	Palestine	1983	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Non PLO groups, PLO  groups"		1	Palestine	1984	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Non PLO groups, PLO  groups"		1	Palestine	1985	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Non PLO groups, PLO  groups"		1	Palestine	1986	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Non PLO groups, PLO  groups"		1	Palestine	1987	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Non PLO groups, PLO  groups"		1	Palestine	1988	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"PFLP, PFLP - GC"		1	Palestine	1989	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		Fatah		1	Palestine	1990	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		Fatah		1	Palestine	1991	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Fatah, PIJ"		1	Palestine	1992	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		Hamas		1	Palestine	1993	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		Hamas		1	Palestine	1994	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		PIJ		1	Palestine	1995	1	1	3	5/15/1948	1	1/1/1965	5	0			666				666	2	4-2008
37	Israel	Israel		"Hamas, PNA"		1	Palestine	1996	1	1	3	5/15/1948	1	1/1/1965	5	1	12/31/1996	-99	666				666	2	4-2008
37	Israel	Israel		"Fatah, Hamas, PNA"		1	Palestine	2000	1	1	3	5/15/1948	1	1/1/2000	5	0			666				666	2	4-2008
37	Israel	Israel		"Fatah, Hamas, PFLP, PNA"		1	Palestine	2001	1	1	3	5/15/1948	1	1/1/2000	5	0			666				666	2	4-2008
37	Israel	Israel		"AMB, Fatah, Hamas, PIJ, PNA"		1	Palestine	2002	1	1	3	5/15/1948	1	1/1/2000	5	0			666				666	2	4-2008
37	Israel	Israel		"AMB, Hamas, PIJ"		1	Palestine	2003	1	1	3	5/15/1948	1	1/1/2000	5	0			666				666	2	4-2008
37	Israel	Israel		"AMB, Hamas, PIJ"		1	Palestine	2004	1	1	3	5/15/1948	1	1/1/2000	5	0			666				666	2	4-2008
37	Israel	Israel		"Fatah, Hamas, PIJ"		1	Palestine	2005	1	1	3	5/15/1948	1	1/1/2000	5	0			666				666	2	4-2008
37	Israel	Israel		"Fatah, Hamas, PIJ, PRC"		1	Palestine	2006	1	1	3	5/15/1948	1	1/1/2000	5	0			666				666	2	4-2008
37	Israel	Israel		"Fatah, Hamas, PIJ"		1	Palestine	2007	1	1	3	5/15/1948	1	1/1/2000	5	0			666				666	2	4-2008
38	"People's Republic of Korea, Republic of Korea"	People's Republic of Korea		Republic of Korea 		1	Korea	1949	1	0	2	5/1/1949	3	5/1/1949	3	0			731		732		"731, 732"	3	4-2008
38	"People's Republic of Korea, Republic of Korea"	People's Republic of Korea	"China, Russia (Soviet Union)"	Republic of Korea 	"Australia, Canada, France, Greece, New Zealand, Philippines, South Africa, Thailand, Turkey/Ottoman Empire, United Kingdom, United States of America"	1	Korea	1950	2	1	2	5/1/1949	3	5/1/1949	3	0			731	"710, 365"	732	"900, 20, 220, 350, 920, 840, 560, 800, 640, 200, 2"	"731, 732"	3	4-2008
38	"People's Republic of Korea, Republic of Korea"	People's Republic of Korea	"China, Russia (Soviet Union)"	Republic of Korea 	"Australia, Belgium, Canada, Colombia, Ethiopia, France, Greece, Luxembourg, Netherlands, New Zealand, Philippines, South Africa, Thailand, Turkey/Ottoman Empire, United Kingdom, United States of America"	1	Korea	1951	2	1	2	5/1/1949	3	5/1/1949	3	0			731	"710, 365"	732	"900, 211, 20, 100, 530, 220, 350, 212, 210, 920, 840, 560, 800, 640, 200, 2"	"731, 732"	3	4-2008
38	"People's Republic of Korea, Republic of Korea"	People's Republic of Korea	"China, Russia (Soviet Union)"	Republic of Korea 	"Australia, Belgium, Canada, Colombia, Ethiopia, France, Greece, Luxembourg, Netherlands, New Zealand, Philippines, South Africa, Thailand, Turkey/Ottoman Empire, United Kingdom, United States of America"	1	Korea	1952	2	1	2	5/1/1949	3	5/1/1949	3	0			731	"710, 365"	732	"900, 211, 20, 100, 530, 220, 350, 212, 210, 920, 840, 560, 800, 640, 200, 2"	"731, 732"	3	4-2008
38	"People's Republic of Korea, Republic of Korea"	People's Republic of Korea	"China, Russia (Soviet Union)"	Republic of Korea 	"Australia, Belgium, Canada, Colombia, Ethiopia, France, Greece, Luxembourg, Netherlands, New Zealand, Philippines, South Africa, Thailand, Turkey/Ottoman Empire, United Kingdom, United States of America"	1	Korea	1953	2	1	2	5/1/1949	3	5/1/1949	3	1	7/27/1953	-99	731	"710, 365"	732	"900, 211, 20, 100, 530, 220, 350, 212, 210, 920, 840, 560, 800, 640, 200, 2"	"731, 732"	3	4-2008
39	China	China		Tibet		1	Tibet	1950	1	0	3	10/7/1950	1	10/7/1950	1	1	10/9/1950	-99	710				710	3	4-2008
39	China	China		Tibet		1	Tibet	1956	2	1	3	10/7/1950	1	5/1/1956	4	1	12/31/1956	-99	710				710	3	4-2008
39	China	China		Tibet		1	Tibet	1959	2	1	3	10/7/1950	1	3/10/1959	1	1	4/23/1959	-99	710				710	3	4-2008
40	Indonesia	Indonesia		Republic of South Moluccas		1	South Moluccas	1950	2	1	3	8/5/1950	1	8/5/1950	1	1	11/15/1950	-99	850				850	3	4-2008
41	United States of America	United States of America		Puerto Rican Nationalist Party		1	Puerto Rico	1950	1	0	1	10/30/1950	1	10/30/1950	1	1	11/1/1950	-99	2				2	5	4-2008
42	"Egypt, United Kingdom"	Egypt		United Kingdom		1	Suez	1951	1	0	2	10/18/1951	1	10/18/1951	1	0			651		200		"651, 200"	2	4-2008
42	"Egypt, United Kingdom"	Egypt		United Kingdom		1	Suez	1952	1	0	2	10/18/1951	1	10/18/1951	1	1	12/31/1952	-99	651		200		"651, 200"	2	4-2008
43	Thailand	Thailand		Military faction (Navy)		2		1951	1	0	3	6/30/1951	1	6/30/1951	1	1	7/1/1951	-99	800				800	3	4-2008
43	Thailand	Thailand		CPT		2		1974	1	1	3	6/30/1951	1	10/1/1974	4	0			800				800	3	4-2008
43	Thailand	Thailand		CPT		2		1975	1	1	3	6/30/1951	1	10/1/1974	4	0			800				800	3	4-2008
43	Thailand	Thailand		CPT		2		1976	1	1	3	6/30/1951	1	10/1/1974	4	0			800				800	3	4-2008
43	Thailand	Thailand		CPT		2		1977	1	1	3	6/30/1951	1	10/1/1974	4	0			800				800	3	4-2008
43	Thailand	Thailand		CPT		2		1978	1	1	3	6/30/1951	1	10/1/1974	4	0			800				800	3	4-2008
43	Thailand	Thailand		CPT		2		1979	1	1	3	6/30/1951	1	10/1/1974	4	0			800				800	3	4-2008
43	Thailand	Thailand		CPT		2		1980	1	1	3	6/30/1951	1	10/1/1974	4	0			800				800	3	4-2008
43	Thailand	Thailand		CPT		2		1981	1	1	3	6/30/1951	1	10/1/1974	4	0			800				800	3	4-2008
43	Thailand	Thailand		CPT		2		1982	1	1	3	6/30/1951	1	10/1/1974	4	1	12/31/1982	-99	800				800	3	4-2008
44	Kenya	United Kingdom		Mau Mau		1	Kenya	1952	1	0	1	10/22/1952	2	10/22/1952	2	0			200				501	4	4-2008
44	Kenya	United Kingdom		Mau Mau		1	Kenya	1953	2	1	1	10/22/1952	2	10/22/1952	2	0			200				501	4	4-2008
44	Kenya	United Kingdom		Mau Mau		1	Kenya	1954	2	1	1	10/22/1952	2	10/22/1952	2	0			200				501	4	4-2008
44	Kenya	United Kingdom		Mau Mau		1	Kenya	1955	2	1	1	10/22/1952	2	10/22/1952	2	0			200				501	4	4-2008
44	Kenya	United Kingdom		Mau Mau		1	Kenya	1956	2	1	1	10/22/1952	2	10/22/1952	2	1	12/31/1956	-99	200				501	4	4-2008
45	Cuba	Cuba		Cuban Revolution Movement (Fidelistas)		2		1953	1	0	3	7/26/1953	1	7/26/1953	1	1	7/27/1953	-99	40				40	5	4-2008
45	Cuba	Cuba		Movimiento 26 De Julio: 26th of July Movement		2		1956	1	0	3	7/26/1953	1	12/5/1956	1	0			40				40	5	4-2008
45	Cuba	Cuba		Movimiento 26 De Julio: 26th of July Movement		2		1957	1	0	3	7/26/1953	1	12/5/1956	1	0			40				40	5	4-2008
45	Cuba	Cuba		Movimiento 26 De Julio: 26th of July Movement		2		1958	2	1	3	7/26/1953	1	12/5/1956	1	1	12/31/1958	-99	40				40	5	4-2008
45	Cuba	Cuba		Cuban Revolutionary Council	United States of America	2		1961	1	1	4	7/26/1953	1	4/17/1961	2	1	4/20/1961	-99	40			2	40	5	4-2008
46	Indonesia	Indonesia		Darul Islam Movement		2		1953	2	1	3	1/1/1953	5	1/1/1953	5	1	12/31/1953	-99	850				850	3	4-2008
46	Indonesia	Indonesia		"Darul Islam Movement, Permesta movement, PRRI"		2		1958	2	1	3	1/1/1953	5	1/1/1958	5	0			850				850	3	4-2008
46	Indonesia	Indonesia		"Darul Islam Movement, Permesta movement, PRRI"		2		1959	2	1	3	1/1/1953	5	1/1/1958	5	0			850				850	3	4-2008
46	Indonesia	Indonesia		"Darul Islam Movement, Permesta movement, PRRI"		2		1960	1	1	3	1/1/1953	5	1/1/1958	5	0			850				850	3	4-2008
46	Indonesia	Indonesia		"Darul Islam Movement, Permesta movement, PRRI"		2		1961	2	1	3	1/1/1953	5	1/1/1958	5	1	12/31/1961	-99	850				850	3	4-2008
47	Morocco	France		Istiqlal		1	Morocco	1953	1	0	1	11/7/1953	1	11/7/1953	1	0			220				600	4	4-2008
47	Morocco	France		Istiqlal		1	Morocco	1954	1	0	1	11/7/1953	1	11/7/1953	1	0			220				600	4	4-2008
47	Morocco	France		Istiqlal		1	Morocco	1955	1	0	1	11/7/1953	1	11/7/1953	1	0			220				600	4	4-2008
47	Morocco	France		Istiqlal		1	Morocco	1956	1	0	1	11/7/1953	1	11/7/1953	1	1	3/2/1956	-99	220				600	4	4-2008
48	Tunisia	France		National Liberation Army		1	Tunisia	1953	1	0	1	4/1/1953	3	4/1/1953	3	0			220				616	4	4-2008
48	Tunisia	France		National Liberation Army		1	Tunisia	1954	1	0	1	4/1/1953	3	4/1/1953	3	0			220				616	4	4-2008
48	Tunisia	France		National Liberation Army		1	Tunisia	1955	1	0	1	4/1/1953	3	4/1/1953	3	0			220				616	4	4-2008
48	Tunisia	France		National Liberation Army		1	Tunisia	1956	1	0	1	4/1/1953	3	4/1/1953	3	1	1/31/1956	-99	220				616	4	4-2008
49	Algeria	France		FLN		1	Algeria	1954	1	0	1	11/1/1954	1	11/29/1954	2	0			220				615	4	4-2008
49	Algeria	France		"FLN, MNA"		1	Algeria	1955	2	1	1	11/1/1954	1	11/29/1954	2	0			220				615	4	4-2008
49	Algeria	France		"FLN, MNA"		1	Algeria	1956	2	1	1	11/1/1954	1	11/29/1954	2	0			220				615	4	4-2008
49	Algeria	France		"FLN, MNA"		1	Algeria	1957	2	1	1	11/1/1954	1	11/29/1954	2	0			220				615	4	4-2008
49	Algeria	France		FLN		1	Algeria	1958	2	1	1	11/1/1954	1	11/29/1954	2	0			220				615	4	4-2008
49	Algeria	France		FLN		1	Algeria	1959	2	1	1	11/1/1954	1	11/29/1954	2	0			220				615	4	4-2008
49	Algeria	France		FLN		1	Algeria	1960	2	1	1	11/1/1954	1	11/29/1954	2	0			220				615	4	4-2008
49	Algeria	France		FLN		1	Algeria	1961	2	1	1	11/1/1954	1	11/29/1954	2	0			220				615	4	4-2008
49	Algeria	France		FLN		1	Algeria	1962	1	1	1	11/1/1954	1	11/29/1954	2	1	3/18/1962	-99	220				615	4	4-2008
50	Argentina	Argentina		Military faction (forces of Eduardo A. Lonardi Doucet)		2		1955	1	0	3	6/16/1955	1	6/16/1955	2	1	9/19/1955	-99	160				160	5	4-2008
50	Argentina	Argentina		Military faction (Colorados)		2		1963	1	0	3	6/16/1955	1	4/2/1963	1	1	9/22/1963	-99	160				160	5	4-2008
50	Argentina	Argentina		ERP		2		1974	1	0	3	6/16/1955	1	8/11/1974	2	0			160				160	5	4-2008
50	Argentina	Argentina		"ERP, Monteneros"		2		1975	1	0	3	6/16/1955	1	8/11/1974	2	0			160				160	5	4-2008
50	Argentina	Argentina		"ERP, Monteneros"		2		1976	1	1	3	6/16/1955	1	8/11/1974	2	0			160				160	5	4-2008
50	Argentina	Argentina		"ERP, Monteneros"		2		1977	1	1	3	6/16/1955	1	8/11/1974	2	1	12/31/1977	-99	160				160	5	4-2008
51	Cyprus	United Kingdom		EOKA		1	Cyprus	1955	1	0	1	6/2/1955	1	6/2/1955	1	0			200				352	1	4-2008
51	Cyprus	United Kingdom		EOKA		1	Cyprus	1956	1	0	1	6/2/1955	1	6/2/1955	1	0			200				352	1	4-2008
51	Cyprus	United Kingdom		EOKA		1	Cyprus	1957	1	0	1	6/2/1955	1	6/2/1955	1	0			200				352	1	4-2008
51	Cyprus	United Kingdom		EOKA		1	Cyprus	1958	1	0	1	6/2/1955	1	6/2/1955	1	0			200				352	1	4-2008
51	Cyprus	United Kingdom		EOKA		1	Cyprus	1959	1	0	1	6/2/1955	1	6/2/1955	1	1	2/19/1959	-99	200				352	1	4-2008
52	Republic of Vietnam	Republic of Vietnam		FNL		1	South Vietnam	1955	2	1	3	4/1/1955	3	4/1/1955	3	0			817				817	3	4-2008
52	Republic of Vietnam	Republic of Vietnam		FNL		1	South Vietnam	1956	2	1	3	4/1/1955	3	4/1/1955	3	0			817				817	3	4-2008
52	Republic of Vietnam	Republic of Vietnam		FNL		1	South Vietnam	1957	2	1	3	4/1/1955	3	4/1/1955	3	0			817				817	3	4-2008
52	Republic of Vietnam	Republic of Vietnam		FNL		1	South Vietnam	1958	2	1	3	4/1/1955	3	4/1/1955	3	0			817				817	3	4-2008
52	Republic of Vietnam	Republic of Vietnam		FNL		1	South Vietnam	1959	2	1	3	4/1/1955	3	4/1/1955	3	0			817				817	3	4-2008
52	Republic of Vietnam	Republic of Vietnam		FNL		1	South Vietnam	1960	2	1	3	4/1/1955	3	4/1/1955	3	0			817				817	3	4-2008
52	Republic of Vietnam	Republic of Vietnam		FNL		1	South Vietnam	1961	2	1	3	4/1/1955	3	4/1/1955	3	0			817				817	3	4-2008
52	Republic of Vietnam	Republic of Vietnam	United States of America	FNL		1	South Vietnam	1962	2	1	4	4/1/1955	3	4/1/1955	3	0			817	2			817	3	4-2008
52	Republic of Vietnam	Republic of Vietnam	United States of America	FNL		1	South Vietnam	1963	2	1	4	4/1/1955	3	4/1/1955	3	0			817	2			817	3	4-2008
52	Republic of Vietnam	Republic of Vietnam	United States of America	FNL		1	South Vietnam	1964	2	1	4	4/1/1955	3	4/1/1955	3	1	12/31/1964	-99	817	2			817	3	4-2008
53	"Hungary, Russia (Soviet Union)"	Hungary		Russia (Soviet Union)		2		1956	2	1	2	10/23/1956	1	10/23/1956	1	1	11/14/1956	-99	310		365		"310, 365"	1	4-2008
54	India	India		NNC		1	Nagaland	1956	1	0	3	7/20/1955	2	1/1/1956	5	0			750				750	3	4-2008
54	India	India		NNC		1	Nagaland	1957	1	0	3	7/20/1955	2	1/1/1956	5	0			750				750	3	4-2008
54	India	India		NNC		1	Nagaland	1958	1	1	3	7/20/1955	2	1/1/1956	5	0			750				750	3	4-2008
54	India	India		NNC		1	Nagaland	1959	1	1	3	7/20/1955	2	1/1/1956	5	1	12/31/1959	-99	750				750	3	4-2008
54	India	India		NNC		1	Nagaland	1961	1	1	3	7/20/1955	2	1/1/1961	5	0			750				750	3	4-2008
54	India	India		NNC		1	Nagaland	1962	1	1	3	7/20/1955	2	1/1/1961	5	0			750				750	3	4-2008
54	India	India		NNC		1	Nagaland	1963	1	1	3	7/20/1955	2	1/1/1961	5	0			750				750	3	4-2008
54	India	India		NNC		1	Nagaland	1964	1	1	3	7/20/1955	2	1/1/1961	5	0			750				750	3	4-2008
54	India	India		NNC		1	Nagaland	1965	1	1	3	7/20/1955	2	1/1/1961	5	0			750				750	3	4-2008
54	India	India		NNC		1	Nagaland	1966	1	1	3	7/20/1955	2	1/1/1961	5	0			750				750	3	4-2008
54	India	India		NNC		1	Nagaland	1967	1	1	3	7/20/1955	2	1/1/1961	5	0			750				750	3	4-2008
54	India	India		NNC		1	Nagaland	1968	1	1	3	7/20/1955	2	1/1/1961	5	1	6/15/1968	-99	750				750	3	4-2008
54	India	India		NSCN - IM		1	Nagaland	1992	1	1	3	7/20/1955	2	7/1/1992	3	0			750				750	3	4-2008
54	India	India		NSCN - IM		1	Nagaland	1993	1	1	3	7/20/1955	2	7/1/1992	3	0			750				750	3	4-2008
54	India	India		NSCN - IM		1	Nagaland	1994	1	1	3	7/20/1955	2	7/1/1992	3	0			750				750	3	4-2008
54	India	India		NSCN - IM		1	Nagaland	1995	1	1	3	7/20/1955	2	7/1/1992	3	0			750				750	3	4-2008
54	India	India		NSCN - IM		1	Nagaland	1996	1	1	3	7/20/1955	2	7/1/1992	3	0			750				750	3	4-2008
54	India	India		NSCN - IM		1	Nagaland	1997	1	1	3	7/20/1955	2	7/1/1992	3	1	8/1/1997	-99	750				750	3	4-2008
54	India	India		NSCN - IM		1	Nagaland	2000	1	1	3	7/20/1955	2	1/1/2000	5	1	12/31/2000	-99	750				750	3	4-2008
54	India	India	Myanmar	NSCN - K		1	Nagaland	2005	1	1	4	7/20/1955	2	1/23/2005	1	0			750	775			750	3	4-2008
54	India	India	Myanmar	NSCN - K		1	Nagaland	2006	1	1	4	7/20/1955	2	1/23/2005	1	0			750	775			750	3	4-2008
54	India	India	Myanmar	NSCN - K		1	Nagaland	2007	1	1	4	7/20/1955	2	1/23/2005	1	0			750	775			750	3	4-2008
55	"Egypt, France, Israel, United Kingdom"	"France, Israel, United Kingdom"		Egypt		1	Suez	1956	2	1	2	10/31/1956	1	10/31/1956	1	1	11/6/1956	-99	"220, 666, 200"		651		"651, 220, 666, 200"	2	4-2008
56	Myanmar	Myanmar		KNPP		1	Karenni	1957	1	0	3	1/1/1957	6	1/1/1957	6	1	12/31/1957	-99	775				775	3	4-2008
56	Myanmar	Myanmar		KNPP		1	Karenni	1992	1	0	3	1/1/1957	6	1/1/1992	5	1	12/31/1992	-99	775				775	3	4-2008
56	Myanmar	Myanmar		KNPP		1	Karenni	1996	1	0	3	1/1/1957	6	1/1/1996	5	1	12/31/1996	-99	775				775	3	4-2008
56	Myanmar	Myanmar		KNPP		1	Karenni	2005	1	0	3	1/1/1957	6	1/16/2005	1	1	12/13/2005	-99	775				775	3	4-2008
57	Cameroon	France		UPC		1	Cameroon	1957	1	0	1	9/1/1957	3	9/1/1957	3	0			220				471	4	4-2008
57	Cameroon	France		UPC		1	Cameroon	1958	1	0	1	9/1/1957	3	9/1/1957	3	0			220				471	4	4-2008
57	Cameroon	France		UPC		1	Cameroon	1959	1	0	1	9/1/1957	3	9/1/1957	3	1	12/31/1959	-99	220				471	4	4-2008
58	"Honduras, Nicaragua"	Honduras		Nicaragua		1	Common Border	1957	1	0	2	5/1/1957	1	5/1/1957	1	1	5/7/1957	-99	91		93		"91, 93"	5	4-2008
59	Mauritania	France	Spain	National Liberation Army		1	Morocco/Mauritania	1957	1	0	1	1/12/1957	2	1/12/1957	2	0			220	230			435	4	4-2008
59	Mauritania	France	Spain	National Liberation Army		1	Morocco/Mauritania	1958	1	0	1	1/12/1957	2	1/12/1957	2	1	6/30/1958	-99	220	230			435	4	4-2008
60	Morocco	Spain	France	NLA		1	Morocco/Spanish territories	1957	1	0	1	11/23/1957	2	11/23/1957	2	0			230	220			600	4	4-2008
60	Morocco	Spain	France	NLA		1	Morocco/Spanish territories	1958	1	0	1	11/23/1957	2	11/23/1957	2	1	12/31/1958	-99	230	220			600	4	4-2008
61	Oman	Oman	United Kingdom	State of Oman/Free Oman		1	Oman	1957	1	0	4	7/1/1957	3	7/1/1957	3	1	8/26/1957	-99	698	200			698	2	4-2008
62	Iraq	Iraq		Military Faction (Free Officers Movement)		2		1958	1	0	3	7/14/1958	1	7/14/1958	1	0		-99	645				645	2	4-2008
62	Iraq	Iraq		Military faction (forces of Colonel Abdul Wahab al-Shawaf)		2		1959	1	0	3	7/14/1958	1	7/14/1958	1	1	7/20/1959	-99	645				645	2	4-2008
62	Iraq	Iraq		"Military faction (forces of Brigadier Arif), NCRC"		2		1963	2	0	3	7/14/1958	1	2/8/1963	1	1	11/18/1963	-99	645				645	2	4-2008
62	Iraq	Iraq		SCIRI		2		1982	1	0	3	7/14/1958	1	8/1/1982	1	0			645				645	2	4-2008
62	Iraq	Iraq		SCIRI		2		1983	1	0	3	7/14/1958	1	8/1/1982	1	0			645				645	2	4-2008
62	Iraq	Iraq		SCIRI		2		1984	1	0	3	7/14/1958	1	8/1/1982	1	1	12/31/1984	-99	645				645	2	4-2008
62	Iraq	Iraq		SCIRI		2		1987	1	0	3	7/14/1958	1	1/1/1987	5	1	12/31/1987	-99	645				645	2	4-2008
62	Iraq	Iraq		SCIRI		2		1991	2	1	3	7/14/1958	1	1/1/1991	5	0			645				645	2	4-2008
62	Iraq	Iraq		SCIRI		2		1992	1	1	3	7/14/1958	1	1/1/1991	5	0			645				645	2	4-2008
62	Iraq	Iraq		SCIRI		2		1993	1	1	3	7/14/1958	1	1/1/1991	5	0			645				645	2	4-2008
62	Iraq	Iraq		SCIRI		2		1994	1	1	3	7/14/1958	1	1/1/1991	5	0			645				645	2	4-2008
62	Iraq	Iraq		SCIRI		2		1995	1	1	3	7/14/1958	1	1/1/1991	5	0			645				645	2	4-2008
62	Iraq	Iraq		SCIRI		2		1996	1	1	3	7/14/1958	1	1/1/1991	5	1	12/31/1996	-99	645				645	2	4-2008
62	Iraq	Iraq	"Albania, Australia, Azerbaijan, Bulgaria, Czech Republic, Denmark, Dominican Republic, El Salvador, Estonia, Georgia, Honduras, Italy/Sardinia, Kazakhstan, Latvia, Lithuania, Macedonia, Moldova, Mongolia, Netherlands, Nicaragua, Norway, Philippines, Poland, Portugal, Republic of Korea , Rumania, Slovakia, Spain, Tonga, Ukraine, United Kingdom, United States of America"	"Al-Mahdi Army, Jaish Ansar Al-Sunna, TQJBR"		2		2004	2	1	4	7/14/1958	1	4/4/2004	1	0			645	"339, 900, 373, 355, 316, 390, 42, 92, 366, 372, 91, 325, 705, 367, 368, 343, 359, 712, 210, 93, 385, 840, 290, 235, 732, 360, 317, 230, 972, 369, 200, 2"			645	2	4-2008
62	Iraq	Iraq	"Albania, Armenia, Australia, Azerbaijan, Bosnia-Herzegovina, Bulgaria, Czech Republic, Denmark, El Salvador, Estonia, Georgia, Italy/Sardinia, Kazakhstan, Latvia, Lithuania, Macedonia, Moldova, Mongolia, Netherlands, Norway, Poland, Portugal, Republic of Korea , Rumania, Slovakia, Ukraine, United Kingdom, United States of America"	"Al Jaysh al-Islami fi Iraq, Jaish Ansar Al-Sunna, TQJBR"		2		2005	2	1	4	7/14/1958	1	4/4/2004	1	0			645	"339, 371, 900, 373, 346, 355, 316, 390, 92, 366, 372, 325, 705, 367, 368, 343, 359, 712, 210, 385, 290, 235, 732, 360, 317, 369, 200, 2"			645	2	4-2008
62	Iraq	Iraq	"Albania, Armenia, Australia, Azerbaijan, Bosnia-Herzegovina, Bulgaria, Czech Republic, Denmark, El Salvador, Estonia, Georgia, Kazakhstan, Latvia, Lithuania, Macedonia, Moldova, Mongolia, Poland, Republic of Korea, Romania, Slovakia, United Kingdom, United States of America"	"Al Jaysh al-Islami fi Iraq, Tanzim Qa’idat al-Jihad fi Bilad al-Rafidayn, the Jaish Ansar Al-Sunna"		2		2006	2	1	4	7/14/1958	1	4/4/2004	1	0			645	"339, 371, 900, 373, 346, 355, 316, 390, 92, 366, 372, 705, 367, 368, 343, 359, 712, 290, 732, 360, 317, 200, 2"			645	2	4-2008
62	Iraq	Iraq	"Albania, Armenia, Australia, Azerbaijan, Bosnia-Herzegovina, Bulgaria, Czech Republic, Denmark, El Salvador, Estonia, Georgia, Kazakhstan, Latvia, Lithuania, Macedonia, Moldova, Mongolia, Poland, Romania, Slovakia, South Korea, Tonga, United Kingdom, United States of America"	"Al-Mahdi Army, Al Jaysh al-Islami fi Iraq, Jaish Ansar Al-Sunna/RJF, TQJBR/ISI"		2		2007	2	1	4	7/14/1958	1	4/4/2004	1	0			645	"339, 371, 900, 373, 346, 355, 316, 390, 92, 366, 372, 705, 367, 368, 343, 359, 712, 290, 360, 317, 732, 972, 200, 2   "			645	2	4-2008
63	Lebanon	Lebanon		Independent Nasserite Movement /Mourabitoun militia		2		1958	2	0	3	5/15/1958	2	5/15/1958	2	1	7/31/1958	-99	660				660	2	4-2008
63	Lebanon	Lebanon		LNM		2		1975	1	0	3	5/15/1958	2	9/2/1975	2	0			660				660	2	4-2008
63	Lebanon	Lebanon		"LAA, LNM"		2		1976	2	0	3	5/15/1958	2	9/2/1975	2	1	10/22/1976	-99	660				660	2	4-2008
63	Lebanon	Lebanon		LNM		2		1982	1	0	3	5/15/1958	2	9/1/1982	2	0			660				660	2	4-2008
63	Lebanon	Lebanon	"USA, France"	"Amal, LNM/NSF"	Syria	2		1983	1	0	4	5/15/1958	2	9/1/1982	2	0			660	"2, 220"		652	660	2	4-2008
63	Lebanon	Lebanon	"USA, France"	"Amal, LNM/NSF"		2		1984	2	0	4	5/15/1958	2	9/1/1982	2	0			660	"2, 220"			660	2	4-2008
63	Lebanon	Lebanon		NUF		2		1985	1	1	3	5/15/1958	2	9/1/1982	2	0			660				660	2	4-2008
63	Lebanon	Lebanon		"Lebanese Forces (Hobeika faction), NUF"		2		1986	1	1	3	5/15/1958	2	9/1/1982	2	1	9/29/1986	-99	660				660	2	4-2008
63	Lebanon	Lebanon	Syria	"Lebanese Army (Aoun), Lebanese Forces "		2		1989	1	1	4	5/15/1958	2	3/15/1989	1	0			660	652			660	2	4-2008
63	Lebanon	Lebanon	Syria	Lebanese Army (Aoun)		2		1990	1	1	4	5/15/1958	2	3/15/1989	1	1	10/13/1990	-99	660	652			660	2	4-2008
64	Malaysia	Malaysia	United Kingdom	CPM		2		1958	1	0	4	8/31/1957	2	1/1/1958	5	0			820	200			820	3	4-2008
64	Malaysia	Malaysia	United Kingdom	CPM		2		1959	1	0	4	8/31/1957	2	1/1/1958	5	0			820	200			820	3	4-2008
